BUYER_STATE,BUYER_COUNTY,CountyFIPS_x,StateFIPS_x,Year,MME,FIP_unique,County,State,Population,county_test,state_abbrev,CountyFIPS_y,StateFIPS_y,CountyName,_merge
FL,broward,12011,12,2009.0,2584508.1140166195,1201112,Broward County,FL,1733310.0,Broward,FL,12011.0,12.0,Broward,both
FL,broward,12011,12,2010.0,3026736.844585425,1201112,Broward County,FL,1752803.0,Broward,FL,12011.0,12.0,Broward,both
FL,broward,12011,12,2011.0,1492503.4476553875,1201112,Broward County,FL,1786980.0,Broward,FL,12011.0,12.0,Broward,both
FL,broward,12011,12,2012.0,809178.9096923625,1201112,Broward County,FL,1814253.0,Broward,FL,12011.0,12.0,Broward,both
FL,broward,12011,12,2013.0,591502.28596935,1201112,Broward County,FL,1836600.0,Broward,FL,12011.0,12.0,Broward,both
FL,broward,12011,12,2014.0,569999.6004909375,1201112,Broward County,FL,1860933.0,Broward,FL,12011.0,12.0,Broward,both
FL,calhoun,12013,12,2006.0,1851.905823,1201312,Calhoun County,FL,13997.0,Calhoun,FL,12013.0,12.0,Calhoun,both
FL,calhoun,12013,12,2007.0,2021.5322535,1201312,Calhoun County,FL,14222.0,Calhoun,FL,12013.0,12.0,Calhoun,both
FL,calhoun,12013,12,2008.0,2225.15655,1201312,Calhoun County,FL,14351.0,Calhoun,FL,12013.0,12.0,Calhoun,both
FL,calhoun,12013,12,2009.0,2580.23547,1201312,Calhoun County,FL,14692.0,Calhoun,FL,12013.0,12.0,Calhoun,both
FL,calhoun,12013,12,2010.0,2722.435965,1201312,Calhoun County,FL,14647.0,Calhoun,FL,12013.0,12.0,Calhoun,both
FL,calhoun,12013,12,2011.0,2810.6887313625,1201312,Calhoun County,FL,14717.0,Calhoun,FL,12013.0,12.0,Calhoun,both
FL,calhoun,12013,12,2012.0,2793.38148,1201312,Calhoun County,FL,14665.0,Calhoun,FL,12013.0,12.0,Calhoun,both
FL,calhoun,12013,12,2013.0,2826.4205288625,1201312,Calhoun County,FL,14578.0,Calhoun,FL,12013.0,12.0,Calhoun,both
FL,calhoun,12013,12,2014.0,2960.7426975,1201312,Calhoun County,FL,14450.0,Calhoun,FL,12013.0,12.0,Calhoun,both
FL,charlotte,12015,12,2006.0,82123.5971579375,1201512,Charlotte County,FL,157099.0,Charlotte,FL,12015.0,12.0,Charlotte,both
FL,charlotte,12015,12,2007.0,103366.6668672,1201512,Charlotte County,FL,159742.0,Charlotte,FL,12015.0,12.0,Charlotte,both
FL,charlotte,12015,12,2008.0,142308.398400525,1201512,Charlotte County,FL,160467.0,Charlotte,FL,12015.0,12.0,Charlotte,both
FL,charlotte,12015,12,2009.0,191565.3486274875,1201512,Charlotte County,FL,159629.0,Charlotte,FL,12015.0,12.0,Charlotte,both
FL,charlotte,12015,12,2010.0,230654.246589525,1201512,Charlotte County,FL,159875.0,Charlotte,FL,12015.0,12.0,Charlotte,both
FL,charlotte,12015,12,2011.0,207165.2062881375,1201512,Charlotte County,FL,159869.0,Charlotte,FL,12015.0,12.0,Charlotte,both
FL,charlotte,12015,12,2012.0,120917.42719837501,1201512,Charlotte County,FL,162744.0,Charlotte,FL,12015.0,12.0,Charlotte,both
FL,charlotte,12015,12,2013.0,82992.538080225,1201512,Charlotte County,FL,164671.0,Charlotte,FL,12015.0,12.0,Charlotte,both
FL,charlotte,12015,12,2014.0,82174.947690225,1201512,Charlotte County,FL,168041.0,Charlotte,FL,12015.0,12.0,Charlotte,both
FL,citrus,12017,12,2006.0,49646.8910293375,1201712,Citrus County,FL,137826.0,Citrus,FL,12017.0,12.0,Citrus,both
FL,citrus,12017,12,2007.0,58420.509573112504,1201712,Citrus County,FL,140974.0,Citrus,FL,12017.0,12.0,Citrus,both
FL,citrus,12017,12,2008.0,71761.4176846625,1201712,Citrus County,FL,142122.0,Citrus,FL,12017.0,12.0,Citrus,both
FL,citrus,12017,12,2009.0,81649.55125245001,1201712,Citrus County,FL,141381.0,Citrus,FL,12017.0,12.0,Citrus,both
FL,citrus,12017,12,2010.0,111738.27332778751,1201712,Citrus County,FL,141173.0,Citrus,FL,12017.0,12.0,Citrus,both
FL,citrus,12017,12,2011.0,148717.2534045375,1201712,Citrus County,FL,139764.0,Citrus,FL,12017.0,12.0,Citrus,both
FL,citrus,12017,12,2012.0,101576.39330385,1201712,Citrus County,FL,139180.0,Citrus,FL,12017.0,12.0,Citrus,both
FL,citrus,12017,12,2013.0,77398.6895368125,1201712,Citrus County,FL,138829.0,Citrus,FL,12017.0,12.0,Citrus,both
FL,citrus,12017,12,2014.0,73705.624816575,1201712,Citrus County,FL,138828.0,Citrus,FL,12017.0,12.0,Citrus,both
FL,clay,12019,12,2006.0,69327.2899772,1201912,Clay County,FL,178339.0,Clay,FL,12019.0,12.0,Clay,both
FL,clay,12019,12,2007.0,85815.940694825,1201912,Clay County,FL,184256.0,Clay,FL,12019.0,12.0,Clay,both
FL,clay,12019,12,2008.0,98532.92591601251,1201912,Clay County,FL,187289.0,Clay,FL,12019.0,12.0,Clay,both
FL,clay,12019,12,2009.0,125011.3671661125,1201912,Clay County,FL,189101.0,Clay,FL,12019.0,12.0,Clay,both
FL,clay,12019,12,2010.0,144996.73572806251,1201912,Clay County,FL,191451.0,Clay,FL,12019.0,12.0,Clay,both
FL,clay,12019,12,2011.0,149491.52033715,1201912,Clay County,FL,192314.0,Clay,FL,12019.0,12.0,Clay,both
FL,clay,12019,12,2012.0,134424.4062445125,1201912,Clay County,FL,193861.0,Clay,FL,12019.0,12.0,Clay,both
FL,clay,12019,12,2013.0,108168.3412847625,1201912,Clay County,FL,195657.0,Clay,FL,12019.0,12.0,Clay,both
FL,clay,12019,12,2014.0,95418.837420675,1201912,Clay County,FL,198570.0,Clay,FL,12019.0,12.0,Clay,both
FL,collier,12021,12,2006.0,107528.68073415,1202112,Collier County,FL,312621.0,Collier,FL,12021.0,12.0,Collier,both
FL,collier,12021,12,2007.0,129910.312756925,1202112,Collier County,FL,314437.0,Collier,FL,12021.0,12.0,Collier,both
FL,collier,12021,12,2008.0,147472.347386,1202112,Collier County,FL,316641.0,Collier,FL,12021.0,12.0,Collier,both
FL,collier,12021,12,2009.0,202995.696267675,1202112,Collier County,FL,318485.0,Collier,FL,12021.0,12.0,Collier,both
FL,collier,12021,12,2010.0,237663.7797535875,1202112,Collier County,FL,322581.0,Collier,FL,12021.0,12.0,Collier,both
FL,collier,12021,12,2011.0,198903.37525608751,1202112,Collier County,FL,327629.0,Collier,FL,12021.0,12.0,Collier,both
FL,collier,12021,12,2012.0,141917.0842426875,1202112,Collier County,FL,332233.0,Collier,FL,12021.0,12.0,Collier,both
FL,collier,12021,12,2013.0,121062.5133206625,1202112,Collier County,FL,338987.0,Collier,FL,12021.0,12.0,Collier,both
FL,collier,12021,12,2014.0,110104.5535518,1202112,Collier County,FL,347211.0,Collier,FL,12021.0,12.0,Collier,both
FL,columbia,12023,12,2006.0,27550.6817085875,1202312,Columbia County,FL,65890.0,Columbia,FL,12023.0,12.0,Columbia,both
FL,columbia,12023,12,2007.0,30011.4361680125,1202312,Columbia County,FL,66604.0,Columbia,FL,12023.0,12.0,Columbia,both
FL,columbia,12023,12,2008.0,37731.0171378125,1202312,Columbia County,FL,67318.0,Columbia,FL,12023.0,12.0,Columbia,both
FL,columbia,12023,12,2009.0,40150.096770225,1202312,Columbia County,FL,67412.0,Columbia,FL,12023.0,12.0,Columbia,both
FL,columbia,12023,12,2010.0,54609.82727295,1202312,Columbia County,FL,67553.0,Columbia,FL,12023.0,12.0,Columbia,both
FL,columbia,12023,12,2011.0,50996.453025,1202312,Columbia County,FL,67317.0,Columbia,FL,12023.0,12.0,Columbia,both
FL,columbia,12023,12,2012.0,49737.84483,1202312,Columbia County,FL,67884.0,Columbia,FL,12023.0,12.0,Columbia,both
FL,columbia,12023,12,2013.0,43371.389460225,1202312,Columbia County,FL,67417.0,Columbia,FL,12023.0,12.0,Columbia,both
FL,columbia,12023,12,2014.0,43490.0191088625,1202312,Columbia County,FL,67779.0,Columbia,FL,12023.0,12.0,Columbia,both
FL,de soto,12027,12,2006.0,7179.5800115,1202712,DeSoto County,FL,34300.0,DeSoto,FL,12027.0,12.0,DeSoto,both
FL,de soto,12027,12,2007.0,7726.0907717925,1202712,DeSoto County,FL,34537.0,DeSoto,FL,12027.0,12.0,DeSoto,both
FL,de soto,12027,12,2008.0,7953.604365,1202712,DeSoto County,FL,34374.0,DeSoto,FL,12027.0,12.0,DeSoto,both
FL,de soto,12027,12,2009.0,9826.92024,1202712,DeSoto County,FL,34592.0,DeSoto,FL,12027.0,12.0,DeSoto,both
FL,de soto,12027,12,2010.0,13087.6212375,1202712,DeSoto County,FL,34934.0,DeSoto,FL,12027.0,12.0,DeSoto,both
FL,de soto,12027,12,2011.0,18280.029405,1202712,DeSoto County,FL,34845.0,DeSoto,FL,12027.0,12.0,DeSoto,both
FL,de soto,12027,12,2012.0,16695.9737925,1202712,DeSoto County,FL,35005.0,DeSoto,FL,12027.0,12.0,DeSoto,both
FL,de soto,12027,12,2013.0,12911.4007463625,1202712,DeSoto County,FL,34905.0,DeSoto,FL,12027.0,12.0,DeSoto,both
FL,de soto,12027,12,2014.0,13080.0323513625,1202712,DeSoto County,FL,35338.0,DeSoto,FL,12027.0,12.0,DeSoto,both
FL,dixie,12029,12,2006.0,2952.746125,1202912,Dixie County,FL,15892.0,Dixie,FL,12029.0,12.0,Dixie,both
FL,dixie,12029,12,2007.0,3098.6997413625,1202912,Dixie County,FL,16083.0,Dixie,FL,12029.0,12.0,Dixie,both
FL,dixie,12029,12,2008.0,3247.389765,1202912,Dixie County,FL,16214.0,Dixie,FL,12029.0,12.0,Dixie,both
FL,dixie,12029,12,2009.0,2874.6690413625,1202912,Dixie County,FL,16403.0,Dixie,FL,12029.0,12.0,Dixie,both
FL,dixie,12029,12,2010.0,2657.11035,1202912,Dixie County,FL,16400.0,Dixie,FL,12029.0,12.0,Dixie,both
FL,dixie,12029,12,2011.0,2559.38217,1202912,Dixie County,FL,16406.0,Dixie,FL,12029.0,12.0,Dixie,both
FL,dixie,12029,12,2012.0,3326.2425943125,1202912,Dixie County,FL,16153.0,Dixie,FL,12029.0,12.0,Dixie,both
FL,dixie,12029,12,2013.0,3489.1512865875,1202912,Dixie County,FL,16084.0,Dixie,FL,12029.0,12.0,Dixie,both
FL,dixie,12029,12,2014.0,3425.04546,1202912,Dixie County,FL,16041.0,Dixie,FL,12029.0,12.0,Dixie,both
FL,duval,12031,12,2006.0,293452.9754726625,1203112,Duval County,FL,842098.0,Duval,FL,12031.0,12.0,Duval,both
FL,duval,12031,12,2007.0,344954.3654414875,1203112,Duval County,FL,851033.0,Duval,FL,12031.0,12.0,Duval,both
FL,duval,12031,12,2008.0,408809.2550861,1203112,Duval County,FL,855437.0,Duval,FL,12031.0,12.0,Duval,both
FL,duval,12031,12,2009.0,534398.1186508125,1203112,Duval County,FL,859795.0,Duval,FL,12031.0,12.0,Duval,both
FL,duval,12031,12,2010.0,765000.2969472,1203112,Duval County,FL,865628.0,Duval,FL,12031.0,12.0,Duval,both
FL,duval,12031,12,2011.0,659029.698137775,1203112,Duval County,FL,872355.0,Duval,FL,12031.0,12.0,Duval,both
FL,duval,12031,12,2012.0,555328.0796860125,1203112,Duval County,FL,880108.0,Duval,FL,12031.0,12.0,Duval,both
FL,duval,12031,12,2013.0,479245.85625675,1203112,Duval County,FL,885943.0,Duval,FL,12031.0,12.0,Duval,both
FL,duval,12031,12,2014.0,458931.8168174625,1203112,Duval County,FL,896668.0,Duval,FL,12031.0,12.0,Duval,both
FL,escambia,12033,12,2006.0,96186.4473270125,1203312,Escambia County,FL,300395.0,Escambia,FL,12033.0,12.0,Escambia,both
FL,escambia,12033,12,2007.0,113832.9212025275,1203312,Escambia County,FL,297393.0,Escambia,FL,12033.0,12.0,Escambia,both
FL,escambia,12033,12,2008.0,116136.8439933875,1203312,Escambia County,FL,296854.0,Escambia,FL,12033.0,12.0,Escambia,both
FL,escambia,12033,12,2009.0,127790.391844725,1203312,Escambia County,FL,297015.0,Escambia,FL,12033.0,12.0,Escambia,both
FL,escambia,12033,12,2010.0,156708.2074941,1203312,Escambia County,FL,298038.0,Escambia,FL,12033.0,12.0,Escambia,both
FL,escambia,12033,12,2011.0,146310.743824275,1203312,Escambia County,FL,299401.0,Escambia,FL,12033.0,12.0,Escambia,both
FL,escambia,12033,12,2012.0,129016.234284,1203312,Escambia County,FL,303423.0,Escambia,FL,12033.0,12.0,Escambia,both
FL,escambia,12033,12,2013.0,120867.66235995,1203312,Escambia County,FL,306694.0,Escambia,FL,12033.0,12.0,Escambia,both
FL,escambia,12033,12,2014.0,128874.8318788125,1203312,Escambia County,FL,307960.0,Escambia,FL,12033.0,12.0,Escambia,both
FL,flagler,12035,12,2006.0,21015.019383675,1203512,Flagler County,FL,84339.0,Flagler,FL,12035.0,12.0,Flagler,both
FL,flagler,12035,12,2007.0,24313.0875877625,1203512,Flagler County,FL,90516.0,Flagler,FL,12035.0,12.0,Flagler,both
FL,flagler,12035,12,2008.0,30727.47041245,1203512,Flagler County,FL,93546.0,Flagler,FL,12035.0,12.0,Flagler,both
FL,flagler,12035,12,2009.0,45094.2061172625,1203512,Flagler County,FL,94700.0,Flagler,FL,12035.0,12.0,Flagler,both
FL,flagler,12035,12,2010.0,54742.9390545375,1203512,Flagler County,FL,96066.0,Flagler,FL,12035.0,12.0,Flagler,both
FL,flagler,12035,12,2011.0,58500.274695675,1203512,Flagler County,FL,97462.0,Flagler,FL,12035.0,12.0,Flagler,both
FL,flagler,12035,12,2012.0,54252.292179525,1203512,Flagler County,FL,98434.0,Flagler,FL,12035.0,12.0,Flagler,both
FL,flagler,12035,12,2013.0,48704.7061397625,1203512,Flagler County,FL,99798.0,Flagler,FL,12035.0,12.0,Flagler,both
FL,flagler,12035,12,2014.0,50287.44656385,1203512,Flagler County,FL,101889.0,Flagler,FL,12035.0,12.0,Flagler,both
FL,franklin,12037,12,2006.0,2174.5772230000002,1203712,Franklin County,FL,11308.0,Franklin,FL,12037.0,12.0,Franklin,both
FL,franklin,12037,12,2007.0,2099.0765175,1203712,Franklin County,FL,11491.0,Franklin,FL,12037.0,12.0,Franklin,both
FL,franklin,12037,12,2008.0,2152.9779473625,1203712,Franklin County,FL,11484.0,Franklin,FL,12037.0,12.0,Franklin,both
FL,franklin,12037,12,2009.0,1955.35212,1203712,Franklin County,FL,11515.0,Franklin,FL,12037.0,12.0,Franklin,both
FL,franklin,12037,12,2010.0,2736.8763675,1203712,Franklin County,FL,11522.0,Franklin,FL,12037.0,12.0,Franklin,both
FL,franklin,12037,12,2011.0,2695.1848163625,1203712,Franklin County,FL,11472.0,Franklin,FL,12037.0,12.0,Franklin,both
FL,franklin,12037,12,2012.0,2741.9306925,1203712,Franklin County,FL,11612.0,Franklin,FL,12037.0,12.0,Franklin,both
FL,franklin,12037,12,2013.0,3648.6922463625,1203712,Franklin County,FL,11521.0,Franklin,FL,12037.0,12.0,Franklin,both
FL,franklin,12037,12,2014.0,3280.54659,1203712,Franklin County,FL,11661.0,Franklin,FL,12037.0,12.0,Franklin,both
FL,gadsden,12039,12,2006.0,6021.017100225,1203912,Gadsden County,FL,45258.0,Gadsden,FL,12039.0,12.0,Gadsden,both
FL,gadsden,12039,12,2007.0,7138.5114675,1203912,Gadsden County,FL,45867.0,Gadsden,FL,12039.0,12.0,Gadsden,both
FL,gadsden,12039,12,2008.0,6724.8206235,1203912,Gadsden County,FL,46319.0,Gadsden,FL,12039.0,12.0,Gadsden,both
FL,gadsden,12039,12,2009.0,7168.3818568125,1203912,Gadsden County,FL,46264.0,Gadsden,FL,12039.0,12.0,Gadsden,both
FL,gadsden,12039,12,2010.0,8384.3691975,1203912,Gadsden County,FL,47794.0,Gadsden,FL,12039.0,12.0,Gadsden,both
FL,gadsden,12039,12,2011.0,10053.993885,1203912,Gadsden County,FL,47373.0,Gadsden,FL,12039.0,12.0,Gadsden,both
FL,gadsden,12039,12,2012.0,8671.2293588625,1203912,Gadsden County,FL,46574.0,Gadsden,FL,12039.0,12.0,Gadsden,both
FL,gadsden,12039,12,2013.0,7827.7454625,1203912,Gadsden County,FL,46087.0,Gadsden,FL,12039.0,12.0,Gadsden,both
FL,gadsden,12039,12,2014.0,8248.8027525,1203912,Gadsden County,FL,46114.0,Gadsden,FL,12039.0,12.0,Gadsden,both
FL,gilchrist,12041,12,2006.0,4032.60595,1204112,Gilchrist County,FL,16223.0,Gilchrist,FL,12041.0,12.0,Gilchrist,both
FL,gilchrist,12041,12,2007.0,4195.9562895,1204112,Gilchrist County,FL,16610.0,Gilchrist,FL,12041.0,12.0,Gilchrist,both
FL,gilchrist,12041,12,2008.0,4955.8422,1204112,Gilchrist County,FL,16797.0,Gilchrist,FL,12041.0,12.0,Gilchrist,both
FL,gilchrist,12041,12,2009.0,6117.8719913625,1204112,Gilchrist County,FL,16829.0,Gilchrist,FL,12041.0,12.0,Gilchrist,both
FL,gilchrist,12041,12,2010.0,5760.958282725001,1204112,Gilchrist County,FL,17000.0,Gilchrist,FL,12041.0,12.0,Gilchrist,both
FL,gilchrist,12041,12,2011.0,5709.0700050000005,1204112,Gilchrist County,FL,16994.0,Gilchrist,FL,12041.0,12.0,Gilchrist,both
FL,gilchrist,12041,12,2012.0,5469.2812125,1204112,Gilchrist County,FL,16897.0,Gilchrist,FL,12041.0,12.0,Gilchrist,both
FL,gilchrist,12041,12,2013.0,5425.2776893125,1204112,Gilchrist County,FL,16957.0,Gilchrist,FL,12041.0,12.0,Gilchrist,both
FL,gilchrist,12041,12,2014.0,5756.2258988625,1204112,Gilchrist County,FL,16991.0,Gilchrist,FL,12041.0,12.0,Gilchrist,both
FL,glades,12043,12,2009.0,2627.3112,1204312,Glades County,FL,12839.0,Glades,FL,12043.0,12.0,Glades,both
FL,glades,12043,12,2010.0,6489.44205,1204312,Glades County,FL,12869.0,Glades,FL,12043.0,12.0,Glades,both
FL,glades,12043,12,2011.0,4646.4681,1204312,Glades County,FL,12837.0,Glades,FL,12043.0,12.0,Glades,both
FL,glades,12043,12,2012.0,1898.2095000000002,1204312,Glades County,FL,12669.0,Glades,FL,12043.0,12.0,Glades,both
FL,glades,12043,12,2013.0,922.494225,1204312,Glades County,FL,12670.0,Glades,FL,12043.0,12.0,Glades,both
FL,glades,12043,12,2014.0,924.5166,1204312,Glades County,FL,12943.0,Glades,FL,12043.0,12.0,Glades,both
FL,gulf,12045,12,2006.0,3543.341616,1204512,Gulf County,FL,15856.0,Gulf,FL,12045.0,12.0,Gulf,both
FL,gulf,12045,12,2007.0,3813.947766,1204512,Gulf County,FL,15908.0,Gulf,FL,12045.0,12.0,Gulf,both
FL,gulf,12045,12,2008.0,3573.714215,1204512,Gulf County,FL,15851.0,Gulf,FL,12045.0,12.0,Gulf,both
FL,gulf,12045,12,2009.0,3494.6217075,1204512,Gulf County,FL,15933.0,Gulf,FL,12045.0,12.0,Gulf,both
FL,gulf,12045,12,2010.0,4311.7162499999995,1204512,Gulf County,FL,15825.0,Gulf,FL,12045.0,12.0,Gulf,both
FL,gulf,12045,12,2011.0,3866.4182025,1204512,Gulf County,FL,15764.0,Gulf,FL,12045.0,12.0,Gulf,both
FL,gulf,12045,12,2012.0,4012.6529025,1204512,Gulf County,FL,15770.0,Gulf,FL,12045.0,12.0,Gulf,both
FL,gulf,12045,12,2013.0,4059.8411625,1204512,Gulf County,FL,15884.0,Gulf,FL,12045.0,12.0,Gulf,both
FL,gulf,12045,12,2014.0,4576.927725,1204512,Gulf County,FL,16002.0,Gulf,FL,12045.0,12.0,Gulf,both
FL,hamilton,12047,12,2006.0,1804.8995505,1204712,Hamilton County,FL,14430.0,Hamilton,FL,12047.0,12.0,Hamilton,both
FL,hamilton,12047,12,2007.0,2249.3530935,1204712,Hamilton County,FL,14589.0,Hamilton,FL,12047.0,12.0,Hamilton,both
FL,hamilton,12047,12,2008.0,3039.991791,1204712,Hamilton County,FL,14785.0,Hamilton,FL,12047.0,12.0,Hamilton,both
FL,hamilton,12047,12,2009.0,2305.1553525,1204712,Hamilton County,FL,14930.0,Hamilton,FL,12047.0,12.0,Hamilton,both
FL,hamilton,12047,12,2010.0,3470.6828288625,1204712,Hamilton County,FL,14683.0,Hamilton,FL,12047.0,12.0,Hamilton,both
FL,hamilton,12047,12,2011.0,3033.5948775,1204712,Hamilton County,FL,14595.0,Hamilton,FL,12047.0,12.0,Hamilton,both
FL,hamilton,12047,12,2012.0,2549.6674875,1204712,Hamilton County,FL,14721.0,Hamilton,FL,12047.0,12.0,Hamilton,both
FL,hamilton,12047,12,2013.0,2919.704175,1204712,Hamilton County,FL,14342.0,Hamilton,FL,12047.0,12.0,Hamilton,both
FL,hamilton,12047,12,2014.0,2018.2581375,1204712,Hamilton County,FL,14071.0,Hamilton,FL,12047.0,12.0,Hamilton,both
FL,hardee,12049,12,2006.0,3682.568105,1204912,Hardee County,FL,27049.0,Hardee,FL,12049.0,12.0,Hardee,both
FL,hardee,12049,12,2007.0,3996.1595725,1204912,Hardee County,FL,27489.0,Hardee,FL,12049.0,12.0,Hardee,both
FL,hardee,12049,12,2008.0,4647.9260445,1204912,Hardee County,FL,27603.0,Hardee,FL,12049.0,12.0,Hardee,both
FL,hardee,12049,12,2009.0,7751.6213925,1204912,Hardee County,FL,27661.0,Hardee,FL,12049.0,12.0,Hardee,both
FL,hardee,12049,12,2010.0,8867.19339,1204912,Hardee County,FL,27730.0,Hardee,FL,12049.0,12.0,Hardee,both
FL,hardee,12049,12,2011.0,9282.533205,1204912,Hardee County,FL,27684.0,Hardee,FL,12049.0,12.0,Hardee,both
FL,hardee,12049,12,2012.0,7940.830061362501,1204912,Hardee County,FL,27439.0,Hardee,FL,12049.0,12.0,Hardee,both
FL,hardee,12049,12,2013.0,6785.162160225,1204912,Hardee County,FL,27311.0,Hardee,FL,12049.0,12.0,Hardee,both
FL,hardee,12049,12,2014.0,6878.2600575,1204912,Hardee County,FL,27266.0,Hardee,FL,12049.0,12.0,Hardee,both
FL,hendry,12051,12,2006.0,16527.1602825,1205112,Hendry County,FL,38776.0,Hendry,FL,12051.0,12.0,Hendry,both
FL,hendry,12051,12,2007.0,19191.3290120875,1205112,Hendry County,FL,39006.0,Hendry,FL,12051.0,12.0,Hendry,both
FL,hendry,12051,12,2008.0,20998.036911,1205112,Hendry County,FL,39177.0,Hendry,FL,12051.0,12.0,Hendry,both
FL,hendry,12051,12,2009.0,22472.576881575,1205112,Hendry County,FL,39010.0,Hendry,FL,12051.0,12.0,Hendry,both
FL,hendry,12051,12,2010.0,27617.01531,1205112,Hendry County,FL,39009.0,Hendry,FL,12051.0,12.0,Hendry,both
FL,hendry,12051,12,2011.0,26953.0962488625,1205112,Hendry County,FL,38972.0,Hendry,FL,12051.0,12.0,Hendry,both
FL,hendry,12051,12,2012.0,19653.1501875,1205112,Hendry County,FL,37870.0,Hendry,FL,12051.0,12.0,Hendry,both
FL,hendry,12051,12,2013.0,15997.4485575,1205112,Hendry County,FL,37809.0,Hendry,FL,12051.0,12.0,Hendry,both
FL,hendry,12051,12,2014.0,15226.4362875,1205112,Hendry County,FL,38474.0,Hendry,FL,12051.0,12.0,Hendry,both
FL,hernando,12053,12,2006.0,78727.92757445,1205312,Hernando County,FL,164398.0,Hernando,FL,12053.0,12.0,Hernando,both
FL,hernando,12053,12,2007.0,111241.430896115,1205312,Hernando County,FL,169891.0,Hernando,FL,12053.0,12.0,Hernando,both
FL,hernando,12053,12,2008.0,197158.77536771251,1205312,Hernando County,FL,172437.0,Hernando,FL,12053.0,12.0,Hernando,both
FL,hernando,12053,12,2009.0,245050.0159472625,1205312,Hernando County,FL,171950.0,Hernando,FL,12053.0,12.0,Hernando,both
FL,hernando,12053,12,2010.0,331289.8299954375,1205312,Hernando County,FL,172969.0,Hernando,FL,12053.0,12.0,Hernando,both
FL,hernando,12053,12,2011.0,239292.429870675,1205312,Hernando County,FL,172847.0,Hernando,FL,12053.0,12.0,Hernando,both
FL,hernando,12053,12,2012.0,163153.66029018752,1205312,Hernando County,FL,172718.0,Hernando,FL,12053.0,12.0,Hernando,both
FL,hernando,12053,12,2013.0,106870.3003452,1205312,Hernando County,FL,173639.0,Hernando,FL,12053.0,12.0,Hernando,both
FL,hernando,12053,12,2014.0,106691.6170340625,1205312,Hernando County,FL,175298.0,Hernando,FL,12053.0,12.0,Hernando,both
FL,highlands,12055,12,2006.0,22995.7152225,1205512,Highlands County,FL,97788.0,Highlands,FL,12055.0,12.0,Highlands,both
FL,highlands,12055,12,2007.0,24466.18728794,1205512,Highlands County,FL,99023.0,Highlands,FL,12055.0,12.0,Highlands,both
FL,highlands,12055,12,2008.0,28613.9622635,1205512,Highlands County,FL,99568.0,Highlands,FL,12055.0,12.0,Highlands,both
FL,highlands,12055,12,2009.0,33721.288500675,1205512,Highlands County,FL,98956.0,Highlands,FL,12055.0,12.0,Highlands,both
FL,highlands,12055,12,2010.0,45729.8435743125,1205512,Highlands County,FL,98635.0,Highlands,FL,12055.0,12.0,Highlands,both
FL,highlands,12055,12,2011.0,54161.6292645375,1205512,Highlands County,FL,98477.0,Highlands,FL,12055.0,12.0,Highlands,both
FL,highlands,12055,12,2012.0,41042.5979634,1205512,Highlands County,FL,98222.0,Highlands,FL,12055.0,12.0,Highlands,both
FL,highlands,12055,12,2013.0,41015.340091125,1205512,Highlands County,FL,98077.0,Highlands,FL,12055.0,12.0,Highlands,both
FL,highlands,12055,12,2014.0,43899.834435,1205512,Highlands County,FL,98584.0,Highlands,FL,12055.0,12.0,Highlands,both
FL,hillsborough,12057,12,2006.0,1027723.784987175,1205712,Hillsborough County,FL,1171826.0,Hillsborough,FL,12057.0,12.0,Hillsborough,both
FL,hillsborough,12057,12,2007.0,1189548.9667853,1205712,Hillsborough County,FL,1184686.0,Hillsborough,FL,12057.0,12.0,Hillsborough,both
FL,hillsborough,12057,12,2008.0,1507903.6186257375,1205712,Hillsborough County,FL,1196773.0,Hillsborough,FL,12057.0,12.0,Hillsborough,both
FL,hillsborough,12057,12,2009.0,2124149.0308509376,1205712,Hillsborough County,FL,1214050.0,Hillsborough,FL,12057.0,12.0,Hillsborough,both
FL,hillsborough,12057,12,2010.0,2801560.6110110627,1205712,Hillsborough County,FL,1233498.0,Hillsborough,FL,12057.0,12.0,Hillsborough,both
FL,hillsborough,12057,12,2011.0,1533314.5499512875,1205712,Hillsborough County,FL,1255503.0,Hillsborough,FL,12057.0,12.0,Hillsborough,both
FL,hillsborough,12057,12,2012.0,855609.666484125,1205712,Hillsborough County,FL,1279639.0,Hillsborough,FL,12057.0,12.0,Hillsborough,both
FL,hillsborough,12057,12,2013.0,603016.2459751125,1205712,Hillsborough County,FL,1304131.0,Hillsborough,FL,12057.0,12.0,Hillsborough,both
FL,hillsborough,12057,12,2014.0,571734.330190275,1205712,Hillsborough County,FL,1332298.0,Hillsborough,FL,12057.0,12.0,Hillsborough,both
FL,holmes,12059,12,2006.0,5115.28007,1205912,Holmes County,FL,19824.0,Holmes,FL,12059.0,12.0,Holmes,both
FL,holmes,12059,12,2007.0,5388.630639225,1205912,Holmes County,FL,19991.0,Holmes,FL,12059.0,12.0,Holmes,both
FL,holmes,12059,12,2008.0,5350.4387895875,1205912,Holmes County,FL,20141.0,Holmes,FL,12059.0,12.0,Holmes,both
FL,holmes,12059,12,2009.0,5461.29174045,1205912,Holmes County,FL,20147.0,Holmes,FL,12059.0,12.0,Holmes,both
FL,holmes,12059,12,2010.0,5004.4257040875,1205912,Holmes County,FL,19843.0,Holmes,FL,12059.0,12.0,Holmes,both
FL,holmes,12059,12,2011.0,5188.4438663625,1205912,Holmes County,FL,19838.0,Holmes,FL,12059.0,12.0,Holmes,both
